MediaWedge3_Subset
ORIGINATOR "Fogra, www.fogra.org"
DESCRIPTOR "FOGRA47_MW3_Subset"
CREATED    "March 2009"
INSTRUMENTATION  "D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655"
PRINT_CONDITIONS "Offset printing, according to ISO 12647-2:2004/Amd1, OFCOM, paper type 4 = uncoated white, 115 g/m2, tone value increase curves C (CMY) and D (K)"
NUMBER_OF_FIELDS 8
BEGIN_DATA_FORMAT
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 72
BEGIN_DATA
1	100	0	0	0	60	-26	-44
2	70	0	0	0	68.75	-20.59	-33.8
3	40	0	0	0	79.63	-12.87	-21.15
4	20	0	0	0	87.36	-6.83	-11.84
5	10	0	0	0	91.17	-3.58	-7.1
6	0	100	0	0	56	61	-1
7	0	70	0	0	64.35	44.43	-5.63
8	0	40	0	0	76.49	25.87	-5.92
9	0	20	0	0	85.48	13.24	-4.49
10	0	10	0	0	90.22	6.68	-3.32
11	0	0	100	0	89	-4	78
12	0	0	70	0	90.35	-4.25	58.62
13	0	0	40	0	92.43	-3.82	33.47
14	0	0	20	0	93.98	-2.37	16.16
15	0	0	10	0	94.57	-1.32	7.21
16	0	0	0	10	88.07	0.11	-1.68
17	0	0	0	20	81.18	0.22	-1.35
18	0	0	0	40	67.62	0.43	-0.72
19	0	0	0	60	54.17	0.64	-0.09
20	0	0	0	80	41.67	0.83	0.5
21	0	0	0	100	31	1	1
22	0	100	0	100	29.63	6.92	5.51
23	0	70	70	60	39.84	13.29	10.18
24	0	0	70	80	39.42	-2.83	11.02
25	100	100	0	0	38	8	-31
26	70	70	0	0	49.03	10.41	-28.61
27	40	40	0	0	65.06	8.61	-21.1
28	20	20	0	0	78.64	5.36	-13.14
29	10	10	0	0	86.49	2.75	-8.09
30	0	100	100	0	54	55	26
31	0	70	70	0	61.44	41.14	27.78
32	0	40	40	0	74.03	23.48	19.96
33	0	20	20	0	84.17	11.49	11.05
34	0	10	10	0	89.59	5.64	5.07
35	100	0	100	0	54	-44	14
36	70	0	70	0	63.46	-32.94	15.96
37	40	0	40	0	76.45	-19.4	11.3
38	20	0	20	0	85.79	-9.56	5.45
39	10	0	10	0	90.41	-4.96	1.81
40	10	6	6	0	87.86	-0.47	-2.61
41	20	12	12	0	81.07	-1.08	-3.12
42	40	27	27	0	67.58	-2.02	-3.11
43	60	45	45	0	55.27	-3.2	-2.86
44	80	65	65	0	45.03	-4.49	-3.02
45	100	85	85	0	37.68	-6.26	-3.43
46	100	0	0	100	28.22	0.13	-4.89
47	20	100	70	60	35.67	15.92	5.64
48	70	0	70	80	34.89	-7.74	1.78
49	100	100	100	0	33	0	0
50	70	70	70	0	45.49	1.85	1.22
51	40	40	40	0	62.37	3.8	2.9
52	20	20	20	0	77.25	2.86	1.73
53	10	10	10	0	85.76	1.62	0.13
54	20	70	70	0	56.33	28.95	19.47
55	40	70	70	20	46.52	13.34	9.52
56	40	100	100	20	40.19	23.21	9.74
57	40	100	40	20	42.21	26.63	-0.69
58	40	40	100	20	52.36	-0.8	24.35
59	100	40	100	20	42	-20.51	3.42
60	100	40	40	20	43.99	-14.86	-14.43
61	100	100	40	20	34.32	2.62	-12.71
62	10	40	40	0	71.01	18.12	15.59
63	0	40	100	0	71.11	22.82	52.31
64	0	100	40	0	55.31	58.19	12.6
65	40	100	0	0	47.45	37.86	-15.29
66	40	0	100	0	72.65	-22.6	48.35
67	100	0	40	0	57.02	-37.33	-15.56
68	100	40	0	0	50.64	-10.8	-39.74
69	0	0	0	0	95	0	-2
70	0	0	100	100	29.59	-4.4	2.21
71	0	70	0	60	42.45	18.01	-1.48
72	70	0	0	80	36.18	-3.27	-6.86
END_DATA
