MediaWedge3_Subset
ORIGINATOR "Fogra, www.fogra.org"
DESCRIPTOR "FOGRA46_MW3_Subset"
CREATED    "March 2009"
INSTRUMENTATION  "D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655"
PRINT_CONDITIONS "Offset printing, based on ISO 12647-2:2004, OFCOM, paper type LWC Standard, tone value increase curves B (CMY) and C (K)"
NUMBER_OF_FIELDS 8
BEGIN_DATA_FORMAT
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 72
BEGIN_DATA
1	100	0	0	0	56	-37	-42
2	70	0	0	0	65.17	-27.05	-30.78
3	40	0	0	0	76.08	-15.36	-17.04
4	20	0	0	0	83.2	-7.62	-7.93
5	10	0	0	0	86.68	-3.94	-3.44
6	0	100	0	0	47	71	-4
7	0	70	0	0	57.78	50.65	-6.11
8	0	40	0	0	71.67	26.89	-4.62
9	0	20	0	0	81	12.75	-2.36
10	0	10	0	0	85.57	6.37	-0.81
11	0	0	100	0	84	-1	88
12	0	0	70	0	85	-2.47	61.7
13	0	0	40	0	86.95	-2.46	33.61
14	0	0	20	0	88.45	-1.56	16.54
15	0	0	10	0	89.27	-0.94	8.62
16	0	0	0	10	83.74	0.09	1.09
17	0	0	0	20	77.4	0.18	1.18
18	0	0	0	40	64.22	0.37	1.37
19	0	0	0	60	50.13	0.57	1.57
20	0	0	0	80	35.22	0.78	1.78
21	0	0	0	100	20	1	2
22	0	100	0	100	12.67	16.08	0.87
23	0	70	70	60	31.84	25.8	21.92
24	0	0	70	80	33.8	-1.54	23.22
25	100	100	0	0	28	15	-42
26	70	70	0	0	40.4	15.12	-34.25
27	40	40	0	0	60.09	9.11	-21.21
28	20	20	0	0	74.91	4.35	-10.79
29	10	10	0	0	82.44	2.26	-5.05
30	0	100	100	0	47	65	44
31	0	70	70	0	56.09	47.1	38.14
32	0	40	40	0	69.73	24.43	23.38
33	0	20	20	0	79.87	11.32	11.96
34	0	10	10	0	84.9	5.48	6.43
35	100	0	100	0	50	-56	28
36	70	0	70	0	60.54	-38.32	24.43
37	40	0	40	0	73.22	-20.46	14.67
38	20	0	20	0	81.64	-10.04	7.33
39	10	0	10	0	85.9	-5	4.12
40	10	6	6	0	83.69	-0.78	-0.05
41	20	12	12	0	77.45	-1.8	-1.05
42	40	27	27	0	63.85	-2.74	-1.29
43	60	45	45	0	50.02	-3.59	-0.5
44	80	65	65	0	38.26	-3.97	-0.53
45	100	85	85	0	29.55	-7.32	-1.86
46	100	0	0	100	13.66	-8.61	-8.43
47	20	100	70	60	24.16	30	12.37
48	70	0	70	80	24.9	-17.5	8.67
49	100	100	100	0	27	-2	0
50	70	70	70	0	38.61	5.2	5.27
51	40	40	40	0	57.94	4.56	6.14
52	20	20	20	0	73.66	2.37	3.4
53	10	10	10	0	81.75	1.31	2.2
54	20	70	70	0	51.05	36.22	28.85
55	40	70	70	20	40.14	20.79	16.72
56	40	100	100	20	32.79	34.75	20.95
57	40	100	40	20	32.86	38.45	-1.82
58	40	40	100	20	48.97	1.8	40.38
59	100	40	100	20	34.89	-30.6	12.48
60	100	40	40	20	36.27	-23.59	-15.96
61	100	100	40	20	24.07	4.43	-20.37
62	10	40	40	0	66.95	19.53	19.03
63	0	40	100	0	67.79	25.08	68.42
64	0	100	40	0	47.03	67.66	16.45
65	40	100	0	0	38.27	48.56	-21.88
66	40	0	100	0	69.91	-21.3	63.21
67	100	0	40	0	53.11	-49.96	-11.77
68	100	40	0	0	43.7	-15.43	-43.1
69	0	0	0	0	90	0	1
70	0	0	100	100	20.36	-2.48	14.7
71	0	70	0	60	31.78	29.4	-3.47
72	70	0	0	80	25.39	-12.12	-11.69
END_DATA
